,action,value
2021-07-29,DIVIDEND,0.39
2021-05-06,DIVIDEND,0.39
2021-01-28,DIVIDEND,0.39
2020-11-05,DIVIDEND,0.360531
2020-07-30,DIVIDEND,0.360531
2020-05-07,DIVIDEND,0.360531
2020-01-30,DIVIDEND,0.360531
2019-11-07,DIVIDEND,0.341556
2019-08-01,DIVIDEND,0.341556
2019-05-09,DIVIDEND,0.341556
2019-01-31,DIVIDEND,0.341556
2018-11-08,DIVIDEND,0.322581
2018-08-02,DIVIDEND,0.322581
2018-05-10,DIVIDEND,0.322581
2018-02-01,DIVIDEND,0.322581
2017-11-09,DIVIDEND,0.303605
2017-08-02,DIVIDEND,0.303605
2017-05-10,DIVIDEND,0.303605
2017-02-01,DIVIDEND,0.303605
2016-11-08,DIVIDEND,0.28463
