,action,value
2021-06-14,DIVIDEND,0.42
2021-03-12,DIVIDEND,0.4
2020-12-14,DIVIDEND,0.4
2020-09-14,DIVIDEND,0.4
2020-06-12,DIVIDEND,0.4
2020-03-12,DIVIDEND,0.4
2019-12-12,DIVIDEND,0.4
2019-09-12,DIVIDEND,0.4
2019-06-13,DIVIDEND,0.4
2019-03-14,DIVIDEND,0.38
2018-12-13,DIVIDEND,0.38
2018-09-21,DIVIDEND,0.38
2018-06-14,DIVIDEND,0.38
2018-03-14,DIVIDEND,0.36
2017-12-14,DIVIDEND,0.36
2017-09-14,DIVIDEND,0.36
2017-06-13,DIVIDEND,0.36
2017-03-13,DIVIDEND,0.34
2016-12-13,DIVIDEND,0.34
2016-09-13,DIVIDEND,0.34
